Time	rHum	Temp	Wind Direction	Wind Speed	Gust	Rain	Radiation	mBar
2017:03:09:02:51:04	83	38	146	4	5	0.00	0.00	1020.1
2017:03:09:02:52:04	84	38	164	5	6	0.00	0.00	1020.1
2017:03:09:02:53:04	83	38	186	4	5	0.00	0.00	1020.1
2017:03:09:02:54:04	83	38	172	3	5	0.00	0.00	1020.1
2017:03:09:02:55:04	84	38	158	3	4	0.00	0.00	1020.2
2017:03:09:02:56:04	84	38	164	4	5	0.00	0.00	1020.2
2017:03:09:02:57:04	84	38	182	4	5	0.00	0.00	1020.2
2017:03:09:02:58:04	84	38	176	5	5	0.00	0.00	1020.2
2017:03:09:02:59:04	84	38	176	4	5	0.00	0.00	1020.2
2017:03:09:03:00:04	84	38	182	4	5	0.00	0.00	1020.2
2017:03:09:03:01:04	84	38	187	3	5	0.00	0.00	1020.2
2017:03:09:03:02:04	84	38	164	4	5	0.00	0.00	1020.2
2017:03:09:03:03:04	84	38	154	3	4	0.00	0.00	1020.2
2017:03:09:03:04:04	84	38	171	2	3	0.00	0.00	1020.2
2017:03:09:03:05:04	84	38	157	3	4	0.00	0.00	1020.2
2017:03:09:03:06:04	84	38	172	3	4	0.00	0.00	1020.2
2017:03:09:03:07:04	84	38	182	5	5	0.00	0.00	1020.2
2017:03:09:03:08:04	84	38	177	5	6	0.00	0.00	1020.2
2017:03:09:03:09:04	84	38	161	3	4	0.00	0.00	1020.2
2017:03:09:03:10:04	84	38	147	3	4	0.00	0.00	1020.2
2017:03:09:03:11:04	84	38	136	3	4	0.00	0.00	1020.2
2017:03:09:03:12:04	84	38	138	2	3	0.00	0.00	1020.2
2017:03:09:03:13:04	84	39	132	3	3	0.00	0.00	1020.2
2017:03:09:03:14:04	84	39	162	3	4	0.00	0.00	1020.1
2017:03:09:03:15:04	84	39	174	3	4	0.00	0.00	1020.1
2017:03:09:03:16:04	84	38	133	4	4	0.01	0.00	1020.1
2017:03:09:03:17:04	84	39	134	4	5	0.00	0.00	1020.0
2017:03:09:03:18:04	84	39	123	5	7	0.00	0.00	1020.0
2017:03:09:03:19:04	84	39	126	4	4	0.00	0.00	1020.0
2017:03:09:03:20:04	84	39	142	4	5	0.00	0.00	1020.0
2017:03:09:03:21:04	83	39	146	4	5	0.00	0.00	1020.0
2017:03:09:03:22:04	83	39	148	5	6	0.00	0.00	1020.0
2017:03:09:03:23:04	83	39	137	5	5	0.00	0.00	1019.9
2017:03:09:03:24:04	83	39	136	5	8	0.00	0.00	1019.9
2017:03:09:03:25:04	83	39	143	5	6	0.00	0.00	1019.9
2017:03:09:03:26:04	83	39	154	7	9	0.00	0.00	1019.9
2017:03:09:03:27:04	82	38	136	8	9	0.00	0.00	1019.9
2017:03:09:03:28:04	83	38	141	7	7	0.00	0.00	1019.9
2017:03:09:03:29:04	83	38	148	7	8	0.00	0.00	1019.9
2017:03:09:03:30:04	83	38	147	5	7	0.00	0.00	1019.9
2017:03:09:03:31:04	83	39	137	7	8	0.00	0.00	1019.9
2017:03:09:03:32:04	82	38	132	9	10	0.00	0.00	1019.8
2017:03:09:03:33:04	82	38	125	7	9	0.00	0.00	1019.8
2017:03:09:03:34:04	82	38	125	7	7	0.00	0.00	1019.8
2017:03:09:03:35:04	82	38	133	7	7	0.00	0.00	1019.8
2017:03:09:03:36:04	82	38	134	8	8	0.00	0.00	1019.7
2017:03:09:03:37:04	82	38	131	7	8	0.00	0.00	1019.7
2017:03:09:03:38:04	82	38	127	6	7	0.00	0.00	1019.7
2017:03:09:03:39:04	82	38	143	5	6	0.00	0.00	1019.7
2017:03:09:03:40:04	82	38	145	4	5	0.00	0.00	1019.7
2017:03:09:03:41:04	82	39	146	5	5	0.00	0.00	1019.6
2017:03:09:03:42:04	82	39	158	4	5	0.00	0.00	1019.6
2017:03:09:03:43:04	82	38	145	4	4	0.00	0.00	1019.6
2017:03:09:03:44:04	82	39	150	4	4	0.00	0.00	1019.6
2017:03:09:03:45:04	82	39	149	4	4	0.00	0.00	1019.6
2017:03:09:03:46:04	82	38	148	4	4	0.00	0.00	1019.6
2017:03:09:03:47:04	82	38	118	3	4	0.00	0.00	1019.6
2017:03:09:03:48:04	83	38	97	5	6	0.00	0.00	1019.6
2017:03:09:03:49:04	83	38	104	5	6	0.00	0.00	1019.6
2017:03:09:03:50:04	83	38	126	5	5	0.00	0.00	1019.6
2017:03:09:03:51:04	83	39	120	5	6	0.00	0.00	1019.7
2017:03:09:03:52:04	83	39	126	4	4	0.00	0.00	1019.6
2017:03:09:03:53:04	83	39	108	3	4	0.00	0.00	1019.6
2017:03:09:03:54:04	83	39	124	4	5	0.00	0.00	1019.6
2017:03:09:03:55:04	82	39	139	4	5	0.00	0.00	1019.6
2017:03:09:03:56:04	82	39	131	3	4	0.00	0.00	1019.6
2017:03:09:03:57:04	83	39	126	4	5	0.00	0.00	1019.6
2017:03:09:03:58:04	83	39	110	3	4	0.00	0.00	1019.6
2017:03:09:03:59:04	83	39	103	3	5	0.00	0.00	1019.6
2017:03:09:04:00:04	83	39	119	4	5	0.00	0.00	1019.6
2017:03:09:04:01:04	83	39	130	5	6	0.00	0.00	1019.6
2017:03:09:04:02:04	83	39	121	5	6	0.00	0.00	1019.6
2017:03:09:04:03:04	82	39	144	6	6	0.00	0.00	1019.6
2017:03:09:04:04:04	82	39	139	5	6	0.00	0.00	1019.5
2017:03:09:04:05:04	82	39	151	4	5	0.00	0.00	1019.5
2017:03:09:04:06:04	82	39	154	3	4	0.00	0.00	1019.5
2017:03:09:04:07:04	82	39	142	3	4	0.00	0.00	1019.4
2017:03:09:04:08:04	82	39	149	3	5	0.00	0.00	1019.4
2017:03:09:04:09:04	82	39	145	4	4	0.00	0.00	1019.4
2017:03:09:04:10:04	83	39	129	4	6	0.00	0.00	1019.4
2017:03:09:04:11:04	83	39	155	4	5	0.00	0.00	1019.4
2017:03:09:04:12:04	82	39	146	3	3	0.00	0.00	1019.4
2017:03:09:04:13:04	83	39	132	4	5	0.00	0.00	1019.4
2017:03:09:04:14:04	83	39	137	3	4	0.00	0.00	1019.4
2017:03:09:04:15:04	83	39	112	2	3	0.00	0.00	1019.4
2017:03:09:04:16:04	83	39	114	3	3	0.00	0.00	1019.4
2017:03:09:04:17:04	83	39	138	3	4	0.00	0.00	1019.4
2017:03:09:04:18:04	83	39	118	5	6	0.00	0.00	1019.4
2017:03:09:04:19:04	83	39	138	4	6	0.00	0.00	1019.3
2017:03:09:04:20:04	83	39	124	6	8	0.00	0.00	1019.3
2017:03:09:04:21:04	82	39	140	6	7	0.00	0.00	1019.2
2017:03:09:04:22:04	82	39	131	6	8	0.00	0.00	1019.2
2017:03:09:04:23:04	82	38	135	7	8	0.00	0.00	1019.2
2017:03:09:04:24:04	82	38	140	6	7	0.00	0.00	1019.2
2017:03:09:04:25:04	82	38	141	7	7	0.00	0.00	1019.2
2017:03:09:04:26:04	83	38	131	4	5	0.00	0.00	1019.2
2017:03:09:04:27:04	83	38	129	5	7	0.00	0.00	1019.2
2017:03:09:04:28:04	84	39	138	4	4	0.00	0.00	1019.1
2017:03:09:04:29:04	83	39	134	5	6	0.00	0.00	1019.1
2017:03:09:04:30:04	83	39	133	6	6	0.00	0.00	1019.1
2017:03:09:04:31:04	83	39	142	5	7	0.00	0.00	1019.1
2017:03:09:04:32:04	83	39	137	6	6	0.00	0.00	1019.0
2017:03:09:04:33:04	83	39	118	4	5	0.00	0.00	1019.1
2017:03:09:04:34:04	83	39	133	4	5	0.00	0.00	1019.1
2017:03:09:04:35:04	83	39	129	5	7	0.00	0.00	1019.1
2017:03:09:04:36:04	83	39	131	5	5	0.00	0.00	1019.1
2017:03:09:04:37:04	83	39	126	4	6	0.00	0.00	1019.1
2017:03:09:04:38:04	83	39	141	5	5	0.00	0.00	1019.1
2017:03:09:04:39:04	82	39	141	5	7	0.00	0.00	1019.1
2017:03:09:04:40:04	83	39	137	4	5	0.00	0.00	1019.0
2017:03:09:04:41:04	83	39	130	4	4	0.00	0.00	1019.0
2017:03:09:04:42:04	83	39	146	4	4	0.00	0.00	1019.0
2017:03:09:04:43:04	83	39	127	3	4	0.00	0.00	1019.0
2017:03:09:04:44:04	83	39	129	5	6	0.00	0.00	1019.0
2017:03:09:04:45:04	83	39	128	5	6	0.00	0.00	1019.0
2017:03:09:04:46:04	83	39	108	3	5	0.00	0.00	1019.0
2017:03:09:04:47:04	83	39	128	5	6	0.00	0.00	1019.1
2017:03:09:04:48:04	83	39	142	4	4	0.00	0.00	1019.1
2017:03:09:04:49:04	83	39	129	4	5	0.00	0.00	1019.1
2017:03:09:04:50:04	83	39	143	3	3	0.00	0.00	1019.1
2017:03:09:04:51:04	83	39	139	3	4	0.00	0.00	1019.1
2017:03:09:04:52:04	83	39	161	3	3	0.00	0.00	1019.1
2017:03:09:04:53:04	83	39	157	3	4	0.00	0.00	1019.1
2017:03:09:04:54:04	82	39	177	4	5	0.00	0.00	1019.1
2017:03:09:04:55:04	83	38	137	3	4	0.00	0.00	1019.1
2017:03:09:04:56:04	83	39	138	4	5	0.00	0.00	1019.1
2017:03:09:04:57:04	83	39	147	4	4	0.00	0.00	1019.1
2017:03:09:04:58:04	83	39	134	4	6	0.00	0.00	1019.1
2017:03:09:04:59:04	83	39	161	5	5	0.00	0.00	1019.1
2017:03:09:05:00:04	83	39	141	3	4	0.00	0.00	1019.2
2017:03:09:05:01:04	83	39	166	3	4	0.00	0.00	1019.1
2017:03:09:05:02:04	83	39	168	4	5	0.00	0.00	1019.1
2017:03:09:05:03:04	83	39	183	6	7	0.00	0.00	1019.1
2017:03:09:05:04:04	83	38	176	6	7	0.00	0.00	1019.2
2017:03:09:05:05:04	83	38	173	6	7	0.00	0.00	1019.2
2017:03:09:05:06:04	83	38	170	5	6	0.00	0.00	1019.1
2017:03:09:05:07:04	83	38	174	4	5	0.00	0.00	1019.1
2017:03:09:05:08:04	83	39	154	6	7	0.00	0.00	1019.1
2017:03:09:05:09:04	83	38	176	5	6	0.00	0.00	1019.1
2017:03:09:05:10:04	83	38	178	6	6	0.00	0.00	1019.2
2017:03:09:05:11:04	83	39	181	5	7	0.00	0.00	1019.2
2017:03:09:05:12:04	84	39	170	5	7	0.00	0.00	1019.2
2017:03:09:05:13:04	83	39	170	6	7	0.00	0.00	1019.2
2017:03:09:05:14:04	83	39	158	6	7	0.00	0.00	1019.2
2017:03:09:05:15:04	83	39	172	4	5	0.00	0.00	1019.3
2017:03:09:05:16:04	83	39	181	6	7	0.00	0.00	1019.3
2017:03:09:05:17:04	83	39	172	5	7	0.00	0.00	1019.3
2017:03:09:05:18:04	83	39	160	5	7	0.00	0.00	1019.3
2017:03:09:05:19:04	83	39	198	4	6	0.00	0.00	1019.4
2017:03:09:05:20:04	83	39	175	6	6	0.00	0.00	1019.4
2017:03:09:05:21:04	83	39	183	5	7	0.00	0.00	1019.4
2017:03:09:05:22:04	83	39	175	5	6	0.00	0.00	1019.4
2017:03:09:05:23:04	83	39	165	4	6	0.00	0.00	1019.4
2017:03:09:05:24:04	83	39	161	5	7	0.00	0.00	1019.4
2017:03:09:05:25:04	83	39	165	6	6	0.00	0.00	1019.4
2017:03:09:05:26:04	83	39	185	5	6	0.00	0.00	1019.4
2017:03:09:05:27:04	83	39	159	4	4	0.00	0.00	1019.4
2017:03:09:05:28:04	83	39	144	4	5	0.00	0.00	1019.5
2017:03:09:05:29:04	83	39	139	5	6	0.00	0.00	1019.5
2017:03:09:05:30:04	82	39	174	3	4	0.00	0.00	1019.5
2017:03:09:05:31:04	82	39	157	4	5	0.00	0.00	1019.5
2017:03:09:05:32:04	82	39	145	5	6	0.00	0.00	1019.5
2017:03:09:05:33:04	82	39	179	5	6	0.00	0.00	1019.5
2017:03:09:05:34:04	82	39	146	4	4	0.00	0.00	1019.5
2017:03:09:05:35:04	83	39	146	4	4	0.00	0.00	1019.5
2017:03:09:05:36:04	82	39	132	3	4	0.00	0.00	1019.5
2017:03:09:05:37:04	82	39	138	3	4	0.00	0.00	1019.5
2017:03:09:05:38:04	82	39	140	3	5	0.00	0.00	1019.5
2017:03:09:05:39:04	82	39	127	4	4	0.00	0.00	1019.5
2017:03:09:05:40:04	82	39	126	3	4	0.00	0.00	1019.6
2017:03:09:05:41:04	82	39	137	4	5	0.00	0.00	1019.6
2017:03:09:05:42:04	82	39	125	2	4	0.00	0.00	1019.6
2017:03:09:05:43:04	82	39	130	5	6	0.00	0.00	1019.5
2017:03:09:05:44:04	82	39	123	6	7	0.00	0.00	1019.6
2017:03:09:05:45:04	82	39	147	4	5	0.00	0.00	1019.6
2017:03:09:05:46:04	82	39	128	5	6	0.00	0.00	1019.6
2017:03:09:05:47:04	82	40	114	5	6	0.00	0.00	1019.6
2017:03:09:05:48:04	81	39	126	4	6	0.00	0.00	1019.6
2017:03:09:05:49:04	81	39	127	3	5	0.00	0.00	1019.6
2017:03:09:05:50:04	81	39	123	5	6	0.00	0.00	1019.6
2017:03:09:05:51:04	81	39	138	5	6	0.00	0.00	1019.7
2017:03:09:05:52:04	81	39	117	4	5	0.00	0.00	1019.7
2017:03:09:05:53:04	81	39	127	5	6	0.00	0.00	1019.7
2017:03:09:05:54:04	81	40	135	3	4	0.00	0.00	1019.8
2017:03:09:05:55:04	81	39	123	3	4	0.00	0.00	1019.8
2017:03:09:05:56:04	81	39	108	3	4	0.00	0.00	1019.8
2017:03:09:05:57:04	82	39	133	3	4	0.00	0.00	1019.9
2017:03:09:05:58:04	82	40	117	2	3	0.00	0.00	1019.9
2017:03:09:05:59:04	82	40	119	4	4	0.00	0.00	1019.9
2017:03:09:06:00:04	81	40	115	5	5	0.00	0.00	1019.9
2017:03:09:06:01:04	81	40	80	3	4	0.00	0.00	1019.9
2017:03:09:06:02:04	81	40	110	4	5	0.00	0.00	1019.9
2017:03:09:06:03:04	81	40	129	4	5	0.00	0.00	1019.8
2017:03:09:06:04:04	81	40	118	5	6	0.00	0.00	1019.8
2017:03:09:06:05:04	81	40	114	4	4	0.00	0.00	1019.8
2017:03:09:06:06:04	81	40	121	4	5	0.00	0.00	1019.8
2017:03:09:06:07:04	81	40	111	4	5	0.00	0.00	1019.8
2017:03:09:06:08:04	81	40	99	4	4	0.00	0.00	1019.8
2017:03:09:06:09:04	81	40	98	4	4	0.00	0.00	1019.8
2017:03:09:06:10:04	81	40	94	3	4	0.00	0.00	1019.8
2017:03:09:06:11:04	81	39	89	4	5	0.00	0.00	1019.7
2017:03:09:06:12:04	81	39	95	4	5	0.00	0.00	1019.7
2017:03:09:06:13:04	81	39	98	5	5	0.00	0.00	1019.8
2017:03:09:06:14:04	82	39	131	4	5	0.00	0.00	1019.8
2017:03:09:06:15:04	82	39	98	3	3	0.00	0.00	1019.8
2017:03:09:06:16:04	82	39	99	4	4	0.00	0.00	1019.8
2017:03:09:06:17:04	82	39	111	3	4	0.00	0.00	1019.8
2017:03:09:06:18:04	82	39	106	4	4	0.00	0.00	1019.7
2017:03:09:06:19:04	82	39	90	4	5	0.00	0.00	1019.7
2017:03:09:06:20:04	82	39	97	4	5	0.00	0.00	1019.7
2017:03:09:06:21:04	82	39	94	4	4	0.00	0.00	1019.7
2017:03:09:06:22:04	82	39	96	4	4	0.00	0.00	1019.7
2017:03:09:06:23:04	82	39	110	4	4	0.00	0.00	1019.8
2017:03:09:06:24:04	82	39	101	3	4	0.00	0.00	1019.8
2017:03:09:06:25:04	83	39	100	3	4	0.00	0.00	1019.8
