Time	RHum	Temp	Wind Direction	Wind Speed	Gust	Rain	Radiation	mBar
2017:03:07:16:08:03	86	37	88	5	7	0.00	19.55	1016.0
2017:03:07:16:07:03	86	37	78	2	3	0.00	18.47	1016.0
2017:03:07:16:06:03	86	37	95	4	5	0.00	16.38	1016.1
2017:03:07:16:05:03	86	37	91	5	7	0.00	16.25	1016.1
2017:03:07:16:04:03	86	37	96	3	4	0.00	15.03	1016.1
2017:03:07:16:03:03	86	37	95	5	5	0.00	13.41	1016.1
2017:03:07:16:02:03	85	37	105	5	6	0.00	12.77	1016.1
2017:03:07:16:01:03	86	37	111	7	7	0.00	13.28	1016.1
2017:03:07:16:00:03	86	37	105	5	7	0.00	14.12	1016.1
2017:03:07:15:59:03	86	37	113	5	6	0.00	13.75	1016.1
2017:03:07:15:58:03	86	37	115	4	6	0.00	12.07	1016.1
2017:03:07:15:57:03	86	37	141	3	4	0.00	12.00	1016.2
2017:03:07:15:56:03	86	37	142	5	7	0.00	13.04	1016.2
2017:03:07:15:55:03	86	37	109	4	5	0.01	14.46	1016.1
2017:03:07:15:54:03	86	37	122	5	6	0.00	15.54	1016.2
2017:03:07:15:53:03	86	37	122	4	4	0.00	15.54	1016.1
2017:03:07:15:52:03	86	37	101	5	7	0.00	13.85	1016.1
2017:03:07:15:51:03	86	37	125	6	6	0.00	12.13	1016.2
2017:03:07:15:50:03	86	37	102	4	5	0.00	11.39	1016.2
2017:03:07:15:49:03	86	38	141	5	6	0.00	11.56	1016.2
2017:03:07:15:48:03	86	38	115	4	5	0.00	12.97	1016.2
2017:03:07:15:47:03	86	38	130	4	5	0.01	13.62	1016.2
2017:03:07:15:46:03	86	38	114	4	6	0.00	12.94	1016.2
2017:03:07:15:45:03	87	38	116	5	6	0.00	10.99	1016.2
2017:03:07:15:44:03	87	38	117	3	4	0.00	9.23	1016.2
2017:03:07:15:43:03	87	37	127	4	5	0.00	8.70	1016.2
2017:03:07:15:42:03	87	37	114	4	5	0.00	8.96	1016.2
2017:03:07:15:41:03	87	37	128	3	4	0.00	9.03	1016.2
2017:03:07:15:40:03	86	37	111	4	5	0.00	8.93	1016.2
2017:03:07:15:39:03	86	37	116	6	7	0.00	9.47	1016.2
2017:03:07:15:38:03	86	37	118	4	6	0.00	9.50	1016.1
2017:03:07:15:37:03	86	37	100	4	5	0.00	8.76	1016.1
2017:03:07:15:36:03	86	37	100	5	7	0.00	8.80	1016.1
2017:03:07:15:35:03	86	37	106	5	6	0.00	9.30	1016.1
2017:03:07:15:34:03	86	37	107	3	5	0.00	9.13	1016.1
2017:03:07:15:33:03	86	37	88	6	6	0.00	9.57	1016.1
2017:03:07:15:32:03	86	37	108	6	6	0.01	9.71	1016.1
2017:03:07:15:31:03	86	37	98	5	6	0.00	9.84	1016.1
2017:03:07:15:30:03	86	37	109	3	4	0.00	10.25	1016.1
2017:03:07:15:29:03	86	37	104	4	5	0.00	9.94	1016.1
2017:03:07:15:28:03	86	37	106	5	6	0.00	9.71	1016.1
2017:03:07:15:27:03	86	38	92	4	5	0.00	9.47	1016.1
2017:03:07:15:26:03	86	37	110	3	3	0.00	9.07	1016.1
2017:03:07:15:25:03	86	37	127	4	5	0.00	8.83	1016.1
2017:03:07:15:24:03	85	37	127	5	6	0.00	8.49	1016.1
2017:03:07:15:23:03	86	37	124	4	6	0.00	8.49	1016.1
2017:03:07:15:22:03	86	37	109	4	6	0.00	8.26	1016.1
2017:03:07:15:21:03	86	37	99	4	5	0.00	8.02	1016.1
2017:03:07:15:20:03	86	37	119	6	8	0.00	7.68	1016.1
2017:03:07:15:19:03	86	37	116	5	6	0.00	7.11	1016.1
2017:03:07:15:18:03	86	37	134	7	8	0.01	6.67	1016.1
2017:03:07:15:17:03	86	37	128	4	5	0.00	6.47	1016.1
2017:03:07:15:16:03	86	37	112	4	6	0.00	6.27	1016.2
2017:03:07:15:15:03	85	37	113	6	8	0.00	6.00	1016.2
2017:03:07:15:14:03	85	37	112	6	8	0.00	5.86	1016.2
2017:03:07:15:13:03	85	37	132	6	7	0.00	5.56	1016.2
2017:03:07:15:12:03	86	38	116	7	8	0.00	5.29	1016.2
2017:03:07:15:11:03	86	38	122	4	5	0.00	5.16	1016.2
2017:03:07:15:10:03	86	38	114	3	4	0.00	5.06	1016.2
2017:03:07:15:09:03	86	38	138	5	5	0.00	5.06	1016.2
2017:03:07:15:08:03	86	37	90	4	5	0.00	5.02	1016.3
2017:03:07:15:07:03	86	37	141	4	6	0.00	4.85	1016.3
2017:03:07:15:06:03	86	37	113	5	6	0.00	4.75	1016.3
2017:03:07:15:05:03	86	37	117	5	6	0.00	4.45	1016.3
2017:03:07:15:04:03	86	37	107	4	5	0.00	4.35	1016.3
2017:03:07:15:03:03	86	37	100	5	6	0.00	4.55	1016.2
2017:03:07:15:02:03	86	37	107	5	6	0.00	4.55	1016.2
2017:03:07:15:01:03	86	37	114	4	5	0.00	4.45	1016.2
2017:03:07:15:00:03	86	37	98	4	5	0.00	4.35	1016.3
2017:03:07:14:59:03	86	37	124	4	6	0.00	4.15	1016.3
2017:03:07:14:58:03	86	37	121	5	8	0.00	3.94	1016.3
2017:03:07:14:57:03	86	37	130	4	5	0.00	3.64	1016.3
2017:03:07:14:56:03	86	37	128	4	6	0.00	3.40	1016.3
2017:03:07:14:55:03	86	37	121	5	6	0.00	3.24	1016.3
2017:03:07:14:54:03	86	37	131	5	7	0.01	3.24	1016.3
2017:03:07:14:53:03	86	37	136	5	7	0.00	2.90	1016.3
2017:03:07:14:52:03	86	37	129	6	8	0.00	2.83	1016.3
2017:03:07:14:51:03	85	37	138	8	8	0.00	2.80	1016.3
2017:03:07:14:50:03	85	37	131	8	10	0.00	2.63	1016.3
2017:03:07:14:49:03	85	37	139	7	9	0.00	2.49	1016.3
2017:03:07:14:48:03	85	37	136	6	7	0.00	2.06	1016.3
2017:03:07:14:47:03	86	37	116	6	7	0.00	1.95	1016.3
2017:03:07:14:46:03	86	37	111	5	6	0.00	1.69	1016.3
2017:03:07:14:45:03	86	37	135	6	7	0.00	1.45	1016.3
2017:03:07:14:44:03	86	37	107	4	7	0.00	1.15	1016.3
2017:03:07:14:43:03	86	37	131	6	8	0.00	0.91	1016.4
2017:03:07:14:42:03	85	37	136	8	9	0.00	0.81	1016.4
2017:03:07:14:41:03	85	37	143	7	10	0.00	0.81	1016.4
2017:03:07:14:40:03	86	37	145	8	10	0.00	0.61	1016.4
2017:03:07:14:39:03	86	37	128	7	9	0.00	0.61	1016.4
2017:03:07:14:38:03	86	37	129	6	8	0.00	0.61	1016.4
2017:03:07:14:37:03	85	37	117	6	8	0.00	0.40	1016.4
2017:03:07:14:36:03	85	37	139	10	12	0.00	0.30	1016.4
2017:03:07:14:35:03	85	37	130	9	14	0.00	0.20	1016.4
2017:03:07:14:34:03	85	37	133	9	12	0.00	0.20	1016.5
2017:03:07:14:33:03	85	37	145	8	11	0.00	0.20	1016.5
2017:03:07:14:32:03	85	37	115	4	7	0.00	0.20	1016.5
2017:03:07:14:31:03	85	37	136	6	8	0.00	0.20	1016.5
2017:03:07:14:30:03	85	37	116	7	10	0.00	0.20	1016.5
2017:03:07:14:29:03	85	37	137	8	9	0.00	0.20	1016.5
2017:03:07:14:28:03	85	37	127	8	10	0.00	0.07	1016.5
2017:03:07:14:27:03	85	37	138	5	6	0.00	0.00	1016.5
2017:03:07:14:26:03	85	37	146	10	11	0.00	0.00	1016.5
2017:03:07:14:25:03	85	37	135	9	10	0.00	0.00	1016.6
2017:03:07:14:24:03	85	37	139	9	10	0.00	0.00	1016.6
2017:03:07:14:23:03	85	37	140	11	13	0.00	0.00	1016.6
2017:03:07:14:22:03	84	37	148	9	11	0.00	0.00	1016.6
2017:03:07:14:21:03	84	37	138	9	11	0.01	0.00	1016.6
2017:03:07:14:20:03	85	37	139	9	10	0.00	0.00	1016.6
2017:03:07:14:19:03	84	37	130	8	8	0.00	0.00	1016.6
2017:03:07:14:18:03	84	37	135	7	8	0.00	0.00	1016.6
2017:03:07:14:17:03	84	37	146	8	10	0.00	0.00	1016.6
2017:03:07:14:16:03	84	37	139	12	15	0.00	0.00	1016.6
2017:03:07:14:15:03	84	37	138	12	14	0.00	0.00	1016.6
2017:03:07:14:14:03	84	37	134	8	10	0.00	0.00	1016.7
2017:03:07:14:13:03	84	37	147	8	11	0.00	0.00	1016.7
2017:03:07:14:12:03	84	37	156	9	10	0.00	0.00	1016.7
2017:03:07:14:11:03	84	37	146	11	12	0.00	0.00	1016.7
2017:03:07:14:10:03	84	37	138	9	11	0.00	0.00	1016.7
2017:03:07:14:09:03	84	37	151	8	9	0.00	0.00	1016.7
2017:03:07:14:08:03	84	37	137	11	13	0.00	0.00	1016.6
2017:03:07:14:07:03	84	37	154	8	11	0.00	0.00	1016.7
2017:03:07:14:06:03	84	37	135	8	9	0.00	0.00	1016.7
2017:03:07:14:05:03	83	37	165	11	15	0.00	0.00	1016.7
2017:03:07:14:04:03	84	37	152	10	14	0.00	0.00	1016.7
2017:03:07:14:03:03	84	37	150	9	11	0.00	0.00	1016.7
2017:03:07:14:02:03	83	37	163	11	14	0.00	0.00	1016.7
2017:03:07:14:01:03	83	37	167	14	17	0.00	0.00	1016.7
2017:03:07:14:00:03	83	37	162	13	17	0.00	0.00	1016.7
2017:03:07:13:59:03	83	37	161	13	16	0.00	0.00	1016.7
2017:03:07:13:58:03	83	37	161	13	14	0.00	0.00	1016.7
2017:03:07:13:57:03	83	37	162	11	16	0.00	0.00	1016.6
2017:03:07:13:56:03	83	37	159	13	15	0.00	0.00	1016.6
2017:03:07:13:55:03	83	37	166	15	17	0.00	0.00	1016.6
2017:03:07:13:54:03	83	37	166	12	17	0.00	0.00	1016.6
2017:03:07:13:53:03	83	37	164	15	17	0.00	0.00	1016.6
2017:03:07:13:52:03	82	37	164	13	15	0.00	0.00	1016.6
2017:03:07:13:51:03	82	37	165	14	16	0.00	0.00	1016.6
2017:03:07:13:50:03	82	37	170	11	16	0.00	0.00	1016.6
2017:03:07:13:49:03	82	37	166	15	16	0.00	0.00	1016.5
2017:03:07:13:48:03	82	37	167	13	14	0.00	0.00	1016.6
2017:03:07:13:47:03	82	37	165	11	14	0.00	0.00	1016.5
2017:03:07:13:46:03	82	37	167	12	15	0.00	0.00	1016.5
2017:03:07:13:45:03	82	38	170	12	16	0.00	0.00	1016.5
2017:03:07:13:44:03	82	38	175	12	14	0.00	0.00	1016.5
2017:03:07:13:43:03	82	38	169	12	13	0.00	0.00	1016.6
2017:03:07:13:42:03	82	38	178	12	16	0.00	0.00	1016.6
2017:03:07:13:41:03	82	38	167	13	15	0.00	0.00	1016.5
2017:03:07:13:40:03	82	38	173	10	13	0.00	0.00	1016.5
2017:03:07:13:39:03	82	38	172	11	14	0.00	0.00	1016.5
2017:03:07:13:38:03	82	37	176	14	17	0.00	0.00	1016.6
2017:03:07:13:37:03	82	37	176	13	14	0.00	0.00	1016.6
2017:03:07:13:36:03	82	37	176	10	13	0.00	0.00	1016.6
2017:03:07:13:35:03	82	37	165	11	14	0.00	0.00	1016.6
2017:03:07:13:34:03	82	37	167	13	15	0.00	0.00	1016.5
2017:03:07:13:33:03	82	37	188	12	14	0.00	0.00	1016.6
2017:03:07:13:32:03	82	37	189	8	10	0.00	0.00	1016.6
2017:03:07:13:31:03	82	37	167	9	11	0.00	0.00	1016.6
2017:03:07:13:30:03	82	37	168	9	10	0.00	0.00	1016.6
2017:03:07:13:29:03	82	37	167	11	14	0.00	0.00	1016.6
2017:03:07:13:28:03	82	37	171	10	12	0.00	0.00	1016.6
2017:03:07:13:27:03	82	37	153	13	18	0.00	0.00	1016.7
2017:03:07:13:26:03	82	37	166	11	14	0.00	0.00	1016.6
2017:03:07:13:25:03	82	37	183	11	11	0.00	0.00	1016.6
2017:03:07:13:24:03	82	37	179	10	13	0.00	0.00	1016.6
2017:03:07:13:23:03	82	37	199	8	10	0.00	0.00	1016.6
2017:03:07:13:22:03	82	37	209	7	9	0.00	0.00	1016.6
2017:03:07:13:21:03	82	37	178	9	12	0.00	0.00	1016.6
2017:03:07:13:20:03	82	37	173	12	14	0.00	0.00	1016.6
2017:03:07:13:19:03	82	37	176	12	14	0.00	0.00	1016.6
2017:03:07:13:18:03	82	37	169	8	10	0.00	0.00	1016.6
2017:03:07:13:17:03	82	37	175	9	12	0.00	0.00	1016.6
2017:03:07:13:16:03	83	37	193	9	10	0.00	0.00	1016.6
2017:03:07:13:15:03	82	37	173	11	12	0.00	0.00	1016.6
2017:03:07:13:14:03	82	37	174	11	14	0.00	0.00	1016.6
2017:03:07:13:13:03	82	37	175	11	16	0.00	0.00	1016.6
2017:03:07:13:12:03	82	37	192	9	11	0.00	0.00	1016.6
2017:03:07:13:11:03	82	37	183	10	15	0.00	0.00	1016.6
2017:03:07:13:10:03	83	37	172	8	8	0.00	0.00	1016.6
2017:03:07:13:09:03	82	37	181	8	10	0.00	0.00	1016.6
2017:03:07:13:08:03	82	37	170	12	14	0.00	0.00	1016.6
2017:03:07:13:07:03	82	37	176	11	15	0.00	0.00	1016.6
2017:03:07:13:06:03	83	37	175	7	8	0.00	0.00	1016.6
2017:03:07:13:05:03	83	37	189	5	8	0.00	0.00	1016.6
2017:03:07:13:04:03	82	37	172	10	12	0.00	0.00	1016.6
2017:03:07:13:03:03	83	37	182	10	13	0.00	0.00	1016.6
2017:03:07:13:02:03	83	37	172	9	10	0.00	0.00	1016.6
2017:03:07:13:01:03	83	37	152	7	10	0.00	0.00	1016.6
2017:03:07:13:00:03	83	37	177	7	9	0.00	0.00	1016.6
2017:03:07:12:59:03	83	37	176	8	11	0.00	0.00	1016.6
2017:03:07:12:58:03	83	37	184	6	7	0.00	0.00	1016.6
2017:03:07:12:57:03	83	37	162	9	14	0.00	0.00	1016.6
2017:03:07:12:56:03	83	37	179	11	14	0.00	0.00	1016.6
2017:03:07:12:55:03	83	37	153	8	11	0.00	0.00	1016.7
2017:03:07:12:54:03	83	37	186	7	9	0.00	0.00	1016.7
2017:03:07:12:53:03	83	37	170	7	8	0.00	0.00	1016.7
2017:03:07:12:52:03	83	37	176	7	8	0.00	0.00	1016.7
2017:03:07:12:51:03	83	37	173	8	10	0.00	0.00	1016.6
2017:03:07:12:50:03	83	37	192	10	12	0.00	0.00	1016.7
2017:03:07:12:49:03	83	37	181	7	9	0.00	0.00	1016.7
2017:03:07:12:48:03	83	37	154	10	13	0.00	0.00	1016.7
2017:03:07:12:47:03	83	37	186	9	11	0.00	0.00	1016.7
2017:03:07:12:46:03	83	37	172	7	8	0.00	0.00	1016.7
2017:03:07:12:45:03	83	37	184	8	10	0.00	0.00	1016.7
2017:03:07:12:44:03	83	37	169	11	12	0.00	0.00	1016.7
2017:03:07:12:43:03	83	37	172	9	11	0.00	0.00	1016.8
2017:03:07:12:42:03	83	37	179	7	9	0.00	0.00	1016.7
2017:03:07:12:41:03	83	37	174	6	7	0.00	0.00	1016.7
2017:03:07:12:40:03	83	37	177	8	10	0.00	0.00	1016.7
2017:03:07:12:39:03	83	37	182	8	9	0.00	0.00	1016.7
2017:03:07:12:38:03	83	37	151	7	9	0.00	0.00	1016.7
2017:03:07:12:37:03	83	37	142	6	8	0.00	0.00	1016.7
2017:03:07:12:36:03	83	37	183	4	5	0.00	0.00	1016.7
2017:03:07:12:35:03	83	37	166	4	5	0.00	0.00	1016.7
2017:03:07:12:34:03	83	37	189	6	9	0.00	0.00	1016.7
2017:03:07:12:33:03	83	37	175	6	8	0.00	0.00	1016.8
2017:03:07:12:32:03	83	37	159	10	13	0.00	0.00	1016.7
2017:03:07:12:31:03	83	37	165	9	11	0.00	0.00	1016.7
2017:03:07:12:30:03	83	37	174	6	7	0.00	0.00	1016.7
2017:03:07:12:29:03	83	37	162	5	6	0.00	0.00	1016.7
2017:03:07:12:28:03	83	37	159	6	6	0.00	0.00	1016.7
2017:03:07:12:27:03	83	37	148	6	7	0.00	0.00	1016.7
2017:03:07:12:26:03	83	37	161	9	10	0.00	0.00	1016.6
2017:03:07:12:25:03	83	37	166	7	9	0.00	0.00	1016.6
2017:03:07:12:24:03	83	37	164	7	9	0.00	0.00	1016.6
2017:03:07:12:23:03	83	37	156	8	9	0.00	0.00	1016.6
2017:03:07:12:22:03	83	37	161	11	13	0.00	0.00	1016.6
2017:03:07:12:21:03	84	37	155	10	13	0.00	0.00	1016.7
2017:03:07:12:20:03	84	37	170	7	8	0.00	0.00	1016.7
2017:03:07:12:19:03	84	37	156	5	7	0.00	0.00	1016.7
2017:03:07:12:18:03	84	37	165	8	11	0.00	0.00	1016.7
2017:03:07:12:17:03	84	37	160	6	9	0.00	0.00	1016.7
2017:03:07:12:16:03	84	37	178	8	11	0.00	0.00	1016.6
2017:03:07:12:15:03	84	37	172	10	11	0.00	0.00	1016.6
2017:03:07:12:14:03	84	37	161	11	13	0.00	0.00	1016.6
2017:03:07:12:13:03	84	37	156	10	11	0.00	0.00	1016.6
2017:03:07:12:12:03	84	37	153	5	8	0.00	0.00	1016.6
2017:03:07:12:11:03	84	37	167	6	8	0.00	0.00	1016.6
2017:03:07:12:10:03	84	37	168	7	10	0.00	0.00	1016.6
2017:03:07:12:09:03	84	37	164	7	9	0.00	0.00	1016.6
2017:03:07:12:08:03	84	37	178	7	8	0.00	0.00	1016.6
2017:03:07:12:07:03	84	37	158	9	11	0.00	0.00	1016.6
2017:03:07:12:06:03	84	37	168	9	11	0.00	0.00	1016.7
2017:03:07:12:05:03	84	37	164	7	9	0.00	0.00	1016.7
2017:03:07:12:04:03	84	37	162	8	10	0.00	0.00	1016.7
2017:03:07:12:03:03	84	37	169	8	11	0.00	0.00	1016.7
2017:03:07:12:02:03	84	37	166	7	10	0.00	0.00	1016.7
2017:03:07:12:01:03	84	37	154	8	9	0.00	0.00	1016.7
2017:03:07:12:00:03	85	37	161	7	8	0.00	0.00	1016.7
2017:03:07:11:59:03	85	37	165	8	10	0.00	0.00	1016.7
2017:03:07:11:58:03	85	36	162	6	9	0.00	0.00	1016.7
2017:03:07:11:57:03	85	36	187	7	10	0.00	0.00	1016.7
2017:03:07:11:56:03	85	36	186	7	10	0.00	0.00	1016.7
2017:03:07:11:55:03	85	36	159	7	7	0.00	0.00	1016.7
2017:03:07:11:54:03	85	36	168	9	10	0.00	0.00	1016.7
2017:03:07:11:53:03	85	36	165	9	10	0.00	0.00	1016.8
2017:03:07:11:52:03	85	36	168	10	11	0.00	0.00	1016.8
2017:03:07:11:51:03	85	36	171	7	8	0.00	0.00	1016.8
2017:03:07:11:50:03	85	36	187	8	10	0.00	0.00	1016.8
2017:03:07:11:49:03	85	36	171	8	10	0.00	0.00	1016.8
2017:03:07:11:48:03	85	36	168	8	10	0.00	0.00	1016.8
2017:03:07:11:47:03	85	36	189	7	8	0.00	0.00	1016.9
2017:03:07:11:46:03	85	36	185	6	7	0.00	0.00	1016.9
2017:03:07:11:45:03	85	36	189	4	7	0.00	0.00	1016.9
2017:03:07:11:44:03	85	36	183	7	10	0.00	0.00	1016.9
2017:03:07:11:43:03	85	36	189	4	5	0.00	0.00	1017.0
2017:03:07:11:42:03	85	36	157	8	10	0.00	0.00	1016.9
2017:03:07:11:41:03	85	36	158	9	11	0.00	0.00	1016.9
2017:03:07:11:40:03	85	36	164	7	10	0.00	0.00	1016.9
2017:03:07:11:39:03	85	36	177	6	8	0.00	0.00	1016.9
2017:03:07:11:38:03	85	36	173	6	9	0.00	0.00	1016.9
2017:03:07:11:37:03	85	36	160	9	10	0.00	0.00	1016.9
2017:03:07:11:36:03	85	36	164	5	7	0.00	0.00	1016.9
2017:03:07:11:35:03	86	36	171	6	9	0.00	0.00	1016.9
2017:03:07:11:34:03	86	36	191	4	6	0.00	0.00	1016.9
2017:03:07:11:33:03	86	36	170	7	9	0.00	0.00	1016.9
2017:03:07:11:32:03	86	36	161	8	10	0.00	0.00	1016.9
2017:03:07:11:31:03	86	36	173	6	7	0.00	0.00	1016.9
2017:03:07:11:30:03	86	36	159	8	8	0.00	0.00	1016.9
2017:03:07:11:29:03	86	36	159	8	10	0.00	0.00	1016.9
2017:03:07:11:28:03	85	36	148	7	9	0.00	0.00	1016.9
2017:03:07:11:27:03	85	36	133	9	10	0.00	0.00	1016.9
2017:03:07:11:26:03	85	36	142	8	9	0.00	0.00	1016.9
2017:03:07:11:25:03	85	36	146	9	11	0.00	0.00	1016.9
2017:03:07:11:24:03	85	36	144	9	12	0.00	0.00	1016.9
2017:03:07:11:23:03	86	36	142	8	11	0.00	0.00	1016.9
2017:03:07:11:22:03	86	36	146	8	10	0.00	0.00	1016.8
2017:03:07:11:21:03	85	36	136	8	9	0.00	0.00	1016.8
2017:03:07:11:20:03	85	36	139	9	10	0.00	0.00	1016.8
2017:03:07:11:19:03	85	36	132	7	10	0.00	0.00	1016.8
2017:03:07:11:18:03	85	36	145	8	9	0.00	0.00	1016.8
2017:03:07:11:17:03	85	36	137	7	8	0.00	0.00	1016.8
2017:03:07:11:16:03	86	36	134	7	10	0.00	0.00	1016.8
2017:03:07:11:15:03	86	36	142	6	7	0.00	0.00	1016.8
2017:03:07:11:14:03	85	36	148	6	7	0.00	0.00	1016.8
2017:03:07:11:13:03	85	36	148	6	8	0.00	0.00	1016.8
2017:03:07:11:12:03	85	36	172	7	7	0.00	0.00	1016.8
2017:03:07:11:11:03	85	36	163	5	8	0.00	0.00	1016.8
2017:03:07:11:10:03	85	36	143	5	5	0.00	0.00	1016.8
2017:03:07:11:09:03	85	36	132	6	8	0.00	0.00	1016.8
2017:03:07:11:08:03	85	36	142	6	7	0.00	0.00	1016.8
2017:03:07:11:07:03	85	36	163	5	6	0.00	0.00	1016.8
2017:03:07:11:06:03	85	36	141	5	6	0.00	0.00	1016.8
2017:03:07:11:05:03	85	36	135	7	8	0.00	0.00	1016.8
2017:03:07:11:04:03	85	36	138	7	9	0.00	0.00	1016.8
2017:03:07:11:03:03	85	36	130	6	7	0.00	0.00	1016.8
2017:03:07:11:02:03	85	36	154	6	7	0.00	0.00	1016.8
2017:03:07:11:01:03	85	36	146	6	8	0.00	0.00	1016.8
2017:03:07:11:00:03	85	36	160	8	10	0.00	0.00	1016.8
2017:03:07:10:59:03	85	36	160	7	8	0.00	0.00	1016.9
2017:03:07:10:58:03	85	36	149	7	8	0.00	0.00	1016.9
2017:03:07:10:57:03	85	36	151	6	7	0.00	0.00	1016.9
2017:03:07:10:56:03	85	36	152	6	7	0.00	0.00	1016.9
2017:03:07:10:55:03	85	36	159	5	6	0.00	0.00	1016.9
2017:03:07:10:54:03	85	36	171	6	7	0.00	0.00	1016.9
